path,subject,section,topic_path,title,content_type,level,checked,quality_status,has_article,has_image,image_paths,image_type,image_quality,image_didactic_value,has_exercises,has_solutions,exercise_link_ok,solution_link_ok,placement_ok,needs_subtopics,umlauts_ok,no_mojibake,no_dev_artifacts,no_unnecessary_info,no_duplicates,frontmatter_ok,tags_ok,learning_goals_ok,common_mistakes_ok,key_takeaways_ok,navigation_topic_path_ok,reading_quality,structure_quality,language_quality,didactic_depth,examples_ok,misconceptions_ok,abgrenzung_ok,einstieg_ok,niveau_ok,aktualitaet_ok,redundancy_risk,priority,next_action,recommended_fix_type,notes
src/content/articles/informatik/programmierpraxis-und-tests/modularisierung-und-pakete/ueberblick/grundlagen-modularisierung-und-pakete.md,informatik,Programmierpraxis und Tests,programmierpraxis-und-tests/modularisierung-und-pakete,Grundlagen: Modularisierung und Pakete,article,einfach,partial,improve,yes,yes,/schlaufuchs-platform/images/overviews/v185/modularisierung-und-pakete.svg,svg,ok,structure_overview,yes,yes,open,open,partial,no,yes,yes,yes,partial,yes,yes,yes,yes,yes,yes,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
src/content/exercises/informatik/programmierpraxis-und-tests/modularisierung-und-pakete/modularisierung-und-pakete-ruhig-einordnen-v185.md,informatik,Programmierpraxis und Tests,programmierpraxis-und-tests/modularisierung-und-pakete,Modularisierung und Pakete – ruhig einordnen,exercise,einfach,partial,improve,yes,not_needed,,,not_needed,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,not_needed,not_needed,not_needed,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
src/content/exercises/informatik/programmierpraxis-und-tests/modularisierung-und-pakete/modularisierung-und-pakete-anwenden-und-pruefen-v185.md,informatik,Programmierpraxis und Tests,programmierpraxis-und-tests/modularisierung-und-pakete,Modularisierung und Pakete – anwenden und prüfen,exercise,einfach,partial,improve,yes,not_needed,,,not_needed,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,not_needed,not_needed,not_needed,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
src/content/solutions/informatik/programmierpraxis-und-tests/modularisierung-und-pakete/modularisierung-und-pakete-ruhig-einordnen-v185-loesung.md,informatik,Programmierpraxis und Tests,programmierpraxis-und-tests/modularisierung-und-pakete,Lösung – Modularisierung und Pakete – ruhig einordnen,solution,einfach,partial,improve,yes,not_needed,,,not_needed,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,not_needed,not_needed,not_needed,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
src/content/solutions/informatik/programmierpraxis-und-tests/modularisierung-und-pakete/modularisierung-und-pakete-anwenden-und-pruefen-v185-loesung.md,informatik,Programmierpraxis und Tests,programmierpraxis-und-tests/modularisierung-und-pakete,Lösung – Modularisierung und Pakete – anwenden und prüfen,solution,einfach,partial,improve,yes,not_needed,,,not_needed,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,not_needed,not_needed,not_needed,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
public/images/overviews/v185/modularisierung-und-pakete.svg,informatik,Programmierpraxis und Tests,programmierpraxis-und-tests/modularisierung-und-pakete,Schaubild: Modularisierung und Pakete,illustration,einfach,partial,open,yes,yes,,svg,ok,structure_overview,yes,yes,open,open,partial,no,yes,yes,yes,partial,yes,not_needed,not_needed,not_needed,not_needed,not_needed,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
src/content/articles/informatik/programmierpraxis-und-tests/abhaengigkeiten-und-schnittstellengrenzen/ueberblick/grundlagen-abhaengigkeiten-und-schnittstellengrenzen.md,informatik,Programmierpraxis und Tests,programmierpraxis-und-tests/abhaengigkeiten-und-schnittstellengrenzen,Grundlagen: Abhängigkeiten und Schnittstellengrenzen,article,einfach,partial,improve,yes,yes,/schlaufuchs-platform/images/overviews/v185/abhaengigkeiten-und-schnittstellengrenzen.svg,svg,ok,structure_overview,yes,yes,open,open,partial,no,yes,yes,yes,partial,yes,yes,yes,yes,yes,yes,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
src/content/exercises/informatik/programmierpraxis-und-tests/abhaengigkeiten-und-schnittstellengrenzen/abhaengigkeiten-und-schnittstellengrenzen-ruhig-einordnen-v185.md,informatik,Programmierpraxis und Tests,programmierpraxis-und-tests/abhaengigkeiten-und-schnittstellengrenzen,Abhängigkeiten und Schnittstellengrenzen – ruhig einordnen,exercise,einfach,partial,improve,yes,not_needed,,,not_needed,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,not_needed,not_needed,not_needed,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
src/content/exercises/informatik/programmierpraxis-und-tests/abhaengigkeiten-und-schnittstellengrenzen/abhaengigkeiten-und-schnittstellengrenzen-anwenden-und-pruefen-v185.md,informatik,Programmierpraxis und Tests,programmierpraxis-und-tests/abhaengigkeiten-und-schnittstellengrenzen,Abhängigkeiten und Schnittstellengrenzen – anwenden und prüfen,exercise,einfach,partial,improve,yes,not_needed,,,not_needed,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,not_needed,not_needed,not_needed,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
src/content/solutions/informatik/programmierpraxis-und-tests/abhaengigkeiten-und-schnittstellengrenzen/abhaengigkeiten-und-schnittstellengrenzen-ruhig-einordnen-v185-loesung.md,informatik,Programmierpraxis und Tests,programmierpraxis-und-tests/abhaengigkeiten-und-schnittstellengrenzen,Lösung – Abhängigkeiten und Schnittstellengrenzen – ruhig einordnen,solution,einfach,partial,improve,yes,not_needed,,,not_needed,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,not_needed,not_needed,not_needed,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
src/content/solutions/informatik/programmierpraxis-und-tests/abhaengigkeiten-und-schnittstellengrenzen/abhaengigkeiten-und-schnittstellengrenzen-anwenden-und-pruefen-v185-loesung.md,informatik,Programmierpraxis und Tests,programmierpraxis-und-tests/abhaengigkeiten-und-schnittstellengrenzen,Lösung – Abhängigkeiten und Schnittstellengrenzen – anwenden und prüfen,solution,einfach,partial,improve,yes,not_needed,,,not_needed,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,not_needed,not_needed,not_needed,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
public/images/overviews/v185/abhaengigkeiten-und-schnittstellengrenzen.svg,informatik,Programmierpraxis und Tests,programmierpraxis-und-tests/abhaengigkeiten-und-schnittstellengrenzen,Schaubild: Abhängigkeiten und Schnittstellengrenzen,illustration,einfach,partial,open,yes,yes,,svg,ok,structure_overview,yes,yes,open,open,partial,no,yes,yes,yes,partial,yes,not_needed,not_needed,not_needed,not_needed,not_needed,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
src/content/articles/informatik/programmierpraxis-und-tests/versionskontrolle-und-aenderungsgeschichte/ueberblick/grundlagen-versionskontrolle-und-aenderungsgeschichte.md,informatik,Programmierpraxis und Tests,programmierpraxis-und-tests/versionskontrolle-und-aenderungsgeschichte,Grundlagen: Versionskontrolle und Änderungsgeschichte,article,einfach,partial,improve,yes,yes,/schlaufuchs-platform/images/overviews/v185/versionskontrolle-und-aenderungsgeschichte.svg,svg,ok,structure_overview,yes,yes,open,open,partial,no,yes,yes,yes,partial,yes,yes,yes,yes,yes,yes,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
src/content/exercises/informatik/programmierpraxis-und-tests/versionskontrolle-und-aenderungsgeschichte/versionskontrolle-und-aenderungsgeschichte-ruhig-einordnen-v185.md,informatik,Programmierpraxis und Tests,programmierpraxis-und-tests/versionskontrolle-und-aenderungsgeschichte,Versionskontrolle und Änderungsgeschichte – ruhig einordnen,exercise,einfach,partial,improve,yes,not_needed,,,not_needed,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,not_needed,not_needed,not_needed,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
src/content/exercises/informatik/programmierpraxis-und-tests/versionskontrolle-und-aenderungsgeschichte/versionskontrolle-und-aenderungsgeschichte-anwenden-und-pruefen-v185.md,informatik,Programmierpraxis und Tests,programmierpraxis-und-tests/versionskontrolle-und-aenderungsgeschichte,Versionskontrolle und Änderungsgeschichte – anwenden und prüfen,exercise,einfach,partial,improve,yes,not_needed,,,not_needed,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,not_needed,not_needed,not_needed,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
src/content/solutions/informatik/programmierpraxis-und-tests/versionskontrolle-und-aenderungsgeschichte/versionskontrolle-und-aenderungsgeschichte-ruhig-einordnen-v185-loesung.md,informatik,Programmierpraxis und Tests,programmierpraxis-und-tests/versionskontrolle-und-aenderungsgeschichte,Lösung – Versionskontrolle und Änderungsgeschichte – ruhig einordnen,solution,einfach,partial,improve,yes,not_needed,,,not_needed,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,not_needed,not_needed,not_needed,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
src/content/solutions/informatik/programmierpraxis-und-tests/versionskontrolle-und-aenderungsgeschichte/versionskontrolle-und-aenderungsgeschichte-anwenden-und-pruefen-v185-loesung.md,informatik,Programmierpraxis und Tests,programmierpraxis-und-tests/versionskontrolle-und-aenderungsgeschichte,Lösung – Versionskontrolle und Änderungsgeschichte – anwenden und prüfen,solution,einfach,partial,improve,yes,not_needed,,,not_needed,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,not_needed,not_needed,not_needed,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
public/images/overviews/v185/versionskontrolle-und-aenderungsgeschichte.svg,informatik,Programmierpraxis und Tests,programmierpraxis-und-tests/versionskontrolle-und-aenderungsgeschichte,Schaubild: Versionskontrolle und Änderungsgeschichte,illustration,einfach,partial,open,yes,yes,,svg,ok,structure_overview,yes,yes,open,open,partial,no,yes,yes,yes,partial,yes,not_needed,not_needed,not_needed,not_needed,not_needed,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
src/content/articles/informatik/programmierpraxis-und-tests/code-review-und-qualitaet/ueberblick/grundlagen-code-review-und-qualitaet.md,informatik,Programmierpraxis und Tests,programmierpraxis-und-tests/code-review-und-qualitaet,Grundlagen: Code-Review und Qualität,article,einfach,partial,improve,yes,yes,/schlaufuchs-platform/images/overviews/v185/code-review-und-qualitaet.svg,svg,ok,structure_overview,yes,yes,open,open,partial,no,yes,yes,yes,partial,yes,yes,yes,yes,yes,yes,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
src/content/exercises/informatik/programmierpraxis-und-tests/code-review-und-qualitaet/code-review-und-qualitaet-ruhig-einordnen-v185.md,informatik,Programmierpraxis und Tests,programmierpraxis-und-tests/code-review-und-qualitaet,Code-Review und Qualität – ruhig einordnen,exercise,einfach,partial,improve,yes,not_needed,,,not_needed,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,not_needed,not_needed,not_needed,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
src/content/exercises/informatik/programmierpraxis-und-tests/code-review-und-qualitaet/code-review-und-qualitaet-anwenden-und-pruefen-v185.md,informatik,Programmierpraxis und Tests,programmierpraxis-und-tests/code-review-und-qualitaet,Code-Review und Qualität – anwenden und prüfen,exercise,einfach,partial,improve,yes,not_needed,,,not_needed,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,not_needed,not_needed,not_needed,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
src/content/solutions/informatik/programmierpraxis-und-tests/code-review-und-qualitaet/code-review-und-qualitaet-ruhig-einordnen-v185-loesung.md,informatik,Programmierpraxis und Tests,programmierpraxis-und-tests/code-review-und-qualitaet,Lösung – Code-Review und Qualität – ruhig einordnen,solution,einfach,partial,improve,yes,not_needed,,,not_needed,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,not_needed,not_needed,not_needed,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
src/content/solutions/informatik/programmierpraxis-und-tests/code-review-und-qualitaet/code-review-und-qualitaet-anwenden-und-pruefen-v185-loesung.md,informatik,Programmierpraxis und Tests,programmierpraxis-und-tests/code-review-und-qualitaet,Lösung – Code-Review und Qualität – anwenden und prüfen,solution,einfach,partial,improve,yes,not_needed,,,not_needed,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,not_needed,not_needed,not_needed,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
public/images/overviews/v185/code-review-und-qualitaet.svg,informatik,Programmierpraxis und Tests,programmierpraxis-und-tests/code-review-und-qualitaet,Schaubild: Code-Review und Qualität,illustration,einfach,partial,open,yes,yes,,svg,ok,structure_overview,yes,yes,open,open,partial,no,yes,yes,yes,partial,yes,not_needed,not_needed,not_needed,not_needed,not_needed,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
src/content/articles/informatik/sicherheit-und-berechtigungen/bedrohungsmodelle/ueberblick/grundlagen-bedrohungsmodelle.md,informatik,Sicherheit und Berechtigungen,sicherheit-und-berechtigungen/bedrohungsmodelle,Grundlagen: Bedrohungsmodelle,article,einfach,partial,improve,yes,yes,/schlaufuchs-platform/images/overviews/v185/bedrohungsmodelle.svg,svg,ok,structure_overview,yes,yes,open,open,partial,no,yes,yes,yes,partial,yes,yes,yes,yes,yes,yes,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
src/content/exercises/informatik/sicherheit-und-berechtigungen/bedrohungsmodelle/bedrohungsmodelle-ruhig-einordnen-v185.md,informatik,Sicherheit und Berechtigungen,sicherheit-und-berechtigungen/bedrohungsmodelle,Bedrohungsmodelle – ruhig einordnen,exercise,einfach,partial,improve,yes,not_needed,,,not_needed,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,not_needed,not_needed,not_needed,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
src/content/exercises/informatik/sicherheit-und-berechtigungen/bedrohungsmodelle/bedrohungsmodelle-anwenden-und-pruefen-v185.md,informatik,Sicherheit und Berechtigungen,sicherheit-und-berechtigungen/bedrohungsmodelle,Bedrohungsmodelle – anwenden und prüfen,exercise,einfach,partial,improve,yes,not_needed,,,not_needed,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,not_needed,not_needed,not_needed,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
src/content/solutions/informatik/sicherheit-und-berechtigungen/bedrohungsmodelle/bedrohungsmodelle-ruhig-einordnen-v185-loesung.md,informatik,Sicherheit und Berechtigungen,sicherheit-und-berechtigungen/bedrohungsmodelle,Lösung – Bedrohungsmodelle – ruhig einordnen,solution,einfach,partial,improve,yes,not_needed,,,not_needed,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,not_needed,not_needed,not_needed,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
src/content/solutions/informatik/sicherheit-und-berechtigungen/bedrohungsmodelle/bedrohungsmodelle-anwenden-und-pruefen-v185-loesung.md,informatik,Sicherheit und Berechtigungen,sicherheit-und-berechtigungen/bedrohungsmodelle,Lösung – Bedrohungsmodelle – anwenden und prüfen,solution,einfach,partial,improve,yes,not_needed,,,not_needed,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,not_needed,not_needed,not_needed,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
public/images/overviews/v185/bedrohungsmodelle.svg,informatik,Sicherheit und Berechtigungen,sicherheit-und-berechtigungen/bedrohungsmodelle,Schaubild: Bedrohungsmodelle,illustration,einfach,partial,open,yes,yes,,svg,ok,structure_overview,yes,yes,open,open,partial,no,yes,yes,yes,partial,yes,not_needed,not_needed,not_needed,not_needed,not_needed,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
src/content/articles/informatik/sicherheit-und-berechtigungen/authentifizierung-und-autorisierung/ueberblick/grundlagen-authentifizierung-und-autorisierung.md,informatik,Sicherheit und Berechtigungen,sicherheit-und-berechtigungen/authentifizierung-und-autorisierung,Grundlagen: Authentifizierung und Autorisierung,article,einfach,partial,improve,yes,yes,/schlaufuchs-platform/images/overviews/v185/authentifizierung-und-autorisierung.svg,svg,ok,structure_overview,yes,yes,open,open,partial,no,yes,yes,yes,partial,yes,yes,yes,yes,yes,yes,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
src/content/exercises/informatik/sicherheit-und-berechtigungen/authentifizierung-und-autorisierung/authentifizierung-und-autorisierung-ruhig-einordnen-v185.md,informatik,Sicherheit und Berechtigungen,sicherheit-und-berechtigungen/authentifizierung-und-autorisierung,Authentifizierung und Autorisierung – ruhig einordnen,exercise,einfach,partial,improve,yes,not_needed,,,not_needed,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,not_needed,not_needed,not_needed,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
src/content/exercises/informatik/sicherheit-und-berechtigungen/authentifizierung-und-autorisierung/authentifizierung-und-autorisierung-anwenden-und-pruefen-v185.md,informatik,Sicherheit und Berechtigungen,sicherheit-und-berechtigungen/authentifizierung-und-autorisierung,Authentifizierung und Autorisierung – anwenden und prüfen,exercise,einfach,partial,improve,yes,not_needed,,,not_needed,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,not_needed,not_needed,not_needed,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
src/content/solutions/informatik/sicherheit-und-berechtigungen/authentifizierung-und-autorisierung/authentifizierung-und-autorisierung-ruhig-einordnen-v185-loesung.md,informatik,Sicherheit und Berechtigungen,sicherheit-und-berechtigungen/authentifizierung-und-autorisierung,Lösung – Authentifizierung und Autorisierung – ruhig einordnen,solution,einfach,partial,improve,yes,not_needed,,,not_needed,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,not_needed,not_needed,not_needed,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
src/content/solutions/informatik/sicherheit-und-berechtigungen/authentifizierung-und-autorisierung/authentifizierung-und-autorisierung-anwenden-und-pruefen-v185-loesung.md,informatik,Sicherheit und Berechtigungen,sicherheit-und-berechtigungen/authentifizierung-und-autorisierung,Lösung – Authentifizierung und Autorisierung – anwenden und prüfen,solution,einfach,partial,improve,yes,not_needed,,,not_needed,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,not_needed,not_needed,not_needed,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
public/images/overviews/v185/authentifizierung-und-autorisierung.svg,informatik,Sicherheit und Berechtigungen,sicherheit-und-berechtigungen/authentifizierung-und-autorisierung,Schaubild: Authentifizierung und Autorisierung,illustration,einfach,partial,open,yes,yes,,svg,ok,structure_overview,yes,yes,open,open,partial,no,yes,yes,yes,partial,yes,not_needed,not_needed,not_needed,not_needed,not_needed,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
src/content/articles/informatik/sicherheit-und-berechtigungen/verschluesselung-hashing-und-signaturen/ueberblick/grundlagen-verschluesselung-hashing-und-signaturen.md,informatik,Sicherheit und Berechtigungen,sicherheit-und-berechtigungen/verschluesselung-hashing-und-signaturen,"Grundlagen: Verschlüsselung, Hashing und Signaturen",article,einfach,partial,improve,yes,yes,/schlaufuchs-platform/images/overviews/v185/verschluesselung-hashing-und-signaturen.svg,svg,ok,structure_overview,yes,yes,open,open,partial,no,yes,yes,yes,partial,yes,yes,yes,yes,yes,yes,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
src/content/exercises/informatik/sicherheit-und-berechtigungen/verschluesselung-hashing-und-signaturen/verschluesselung-hashing-und-signaturen-ruhig-einordnen-v185.md,informatik,Sicherheit und Berechtigungen,sicherheit-und-berechtigungen/verschluesselung-hashing-und-signaturen,"Verschlüsselung, Hashing und Signaturen – ruhig einordnen",exercise,einfach,partial,improve,yes,not_needed,,,not_needed,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,not_needed,not_needed,not_needed,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
src/content/exercises/informatik/sicherheit-und-berechtigungen/verschluesselung-hashing-und-signaturen/verschluesselung-hashing-und-signaturen-anwenden-und-pruefen-v185.md,informatik,Sicherheit und Berechtigungen,sicherheit-und-berechtigungen/verschluesselung-hashing-und-signaturen,"Verschlüsselung, Hashing und Signaturen – anwenden und prüfen",exercise,einfach,partial,improve,yes,not_needed,,,not_needed,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,not_needed,not_needed,not_needed,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
src/content/solutions/informatik/sicherheit-und-berechtigungen/verschluesselung-hashing-und-signaturen/verschluesselung-hashing-und-signaturen-ruhig-einordnen-v185-loesung.md,informatik,Sicherheit und Berechtigungen,sicherheit-und-berechtigungen/verschluesselung-hashing-und-signaturen,"Lösung – Verschlüsselung, Hashing und Signaturen – ruhig einordnen",solution,einfach,partial,improve,yes,not_needed,,,not_needed,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,not_needed,not_needed,not_needed,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
src/content/solutions/informatik/sicherheit-und-berechtigungen/verschluesselung-hashing-und-signaturen/verschluesselung-hashing-und-signaturen-anwenden-und-pruefen-v185-loesung.md,informatik,Sicherheit und Berechtigungen,sicherheit-und-berechtigungen/verschluesselung-hashing-und-signaturen,"Lösung – Verschlüsselung, Hashing und Signaturen – anwenden und prüfen",solution,einfach,partial,improve,yes,not_needed,,,not_needed,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,not_needed,not_needed,not_needed,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
public/images/overviews/v185/verschluesselung-hashing-und-signaturen.svg,informatik,Sicherheit und Berechtigungen,sicherheit-und-berechtigungen/verschluesselung-hashing-und-signaturen,"Schaubild: Verschlüsselung, Hashing und Signaturen",illustration,einfach,partial,open,yes,yes,,svg,ok,structure_overview,yes,yes,open,open,partial,no,yes,yes,yes,partial,yes,not_needed,not_needed,not_needed,not_needed,not_needed,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
src/content/articles/informatik/daten-und-information/datenlebenszyklus-und-aufbewahrung/ueberblick/grundlagen-datenlebenszyklus-und-aufbewahrung.md,informatik,Daten und Information,daten-und-information/datenlebenszyklus-und-aufbewahrung,Grundlagen: Datenlebenszyklus und Aufbewahrung,article,einfach,partial,improve,yes,yes,/schlaufuchs-platform/images/overviews/v185/datenlebenszyklus-und-aufbewahrung.svg,svg,ok,structure_overview,yes,yes,open,open,partial,no,yes,yes,yes,partial,yes,yes,yes,yes,yes,yes,yes,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,medium,review,quality_review,"v185 Informatik-Sanierungsblock: neu erstellt, fachliche Review bleibt empfohlen."
